Market,Product,Country,Date,Retail (MT),Wholesale (MT),Currency
Gitega,Maize,Burundi,9/20/2017,1199999,1100000,BIF
Gitega,Maize,Burundi,9/20/2017,1199999,1100000,BIF
Gitega,Maize,Burundi,9/21/2017,1299999,1199999,BIF
Gitega,Maize,Burundi,9/21/2017,1299999,1199999,BIF
Gitega,Maize,Burundi,9/22/2017,1300000,1200000,BIF
Gitega,Maize,Burundi,9/22/2017,1300000,1200000,BIF
Gitega,Maize,Burundi,9/25/2017,1200000,1100000,BIF
Gitega,Maize,Burundi,9/25/2017,1200000,1100000,BIF
Gitega,Maize,Burundi,9/26/2017,1199999,1100001,BIF
Gitega,Maize,Burundi,9/26/2017,1199999,1100001,BIF
Gitega,Maize,Burundi,9/27/2017,1200000,1099999,BIF
Gitega,Maize,Burundi,9/27/2017,1200000,1099999,BIF
Gitega,Maize,Burundi,9/28/2017,1196759,1097029,BIF
Gitega,Maize,Burundi,9/28/2017,1200000,1099999,BIF
Gitega,Maize,Burundi,9/29/2017,1200000,1100000,BIF
Gitega,Maize,Burundi,9/29/2017,1200000,1100000,BIF
Gitega,Maize,Burundi,10/3/2017,1200000,1100000,BIF
Gitega,Maize,Burundi,10/3/2017,1200000,1100000,BIF
Gitega,Maize,Burundi,10/4/2017,1200000,1100001,BIF
Gitega,Maize,Burundi,10/4/2017,1200459,1100420,BIF
Gitega,Maize,Burundi,10/5/2017,1200001,1100001,BIF
Gitega,Maize,Burundi,10/5/2017,1200001,1100001,BIF
Gitega,Maize,Burundi,10/6/2017,1400001,1300000,BIF
Gitega,Maize,Burundi,10/6/2017,1400001,1300000,BIF
Gitega,Maize,Burundi,10/9/2017,1400001,1300000,BIF
Gitega,Maize,Burundi,10/9/2017,1400001,1300000,BIF
Gitega,Maize,Burundi,10/10/2017,1400000,1300000,BIF
Gitega,Maize,Burundi,10/10/2017,1400000,1300000,BIF
Gitega,Maize,Burundi,10/11/2017,1400000,1300001,BIF
Gitega,Maize,Burundi,10/11/2017,1400000,1300001,BIF
Gitega,Maize,Burundi,10/12/2017,1400001,1300001,BIF
Gitega,Maize,Burundi,10/12/2017,1400001,1300001,BIF
Gitega,Maize,Burundi,10/13/2017,1400000,1300000,BIF
Gitega,Maize,Burundi,10/13/2017,1400000,1300000,BIF
Gitega,Maize,Burundi,10/16/2017,1400000,1300000,BIF
Gitega,Maize,Burundi,10/16/2017,1400000,1300000,BIF
Gitega,Maize,Burundi,10/17/2017,1400000,1300000,BIF
Gitega,Maize,Burundi,10/17/2017,1400000,1300000,BIF
Gitega,Maize,Burundi,10/18/2017,1400001,1300000,BIF
Gitega,Maize,Burundi,10/18/2017,1400001,1300000,BIF
Gitega,Maize,Burundi,10/19/2017,1242116,1153393,BIF
Gitega,Maize,Burundi,10/19/2017,1242116,1153393,BIF
Gitega,Maize,Burundi,10/20/2017,1400000,1300001,BIF
Gitega,Maize,Burundi,10/20/2017,1400000,1300001,BIF
Gitega,Maize,Burundi,10/23/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,10/23/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,10/24/2017,1499999,1400000,BIF
Gitega,Maize,Burundi,10/24/2017,1499999,1400000,BIF
Gitega,Maize,Burundi,10/25/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,10/25/2017,1495084,1395413,BIF
Gitega,Maize,Burundi,10/26/2017,1506259,1405842,BIF
Gitega,Maize,Burundi,10/26/2017,1500000,1400001,BIF
Gitega,Maize,Burundi,10/27/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,10/27/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,10/30/2017,1500000,1400001,BIF
Gitega,Maize,Burundi,10/30/2017,1500000,1400001,BIF
Gitega,Maize,Burundi,10/31/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,10/31/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,11/2/2017,1499999,1400001,BIF
Gitega,Maize,Burundi,11/2/2017,1499999,1400001,BIF
Gitega,Maize,Burundi,11/3/2017,1499999,1400000,BIF
Gitega,Maize,Burundi,11/3/2017,1499999,1400000,BIF
Gitega,Maize,Burundi,11/6/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,11/6/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,11/7/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,11/7/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,11/8/2017,1499999,1400001,BIF
Gitega,Maize,Burundi,11/8/2017,1499999,1400001,BIF
Gitega,Maize,Burundi,11/9/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,11/9/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,11/10/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,11/10/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,11/13/2017,1600000,1500001,BIF
Gitega,Maize,Burundi,11/13/2017,1600000,1500001,BIF
Gitega,Maize,Burundi,11/14/2017,1500000,1399999,BIF
Gitega,Maize,Burundi,11/14/2017,1500000,1399999,BIF
Gitega,Maize,Burundi,11/15/2017,1500000,1399999,BIF
Gitega,Maize,Burundi,11/15/2017,1500000,1399999,BIF
Gitega,Maize,Burundi,11/16/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,11/16/2017,1500000,1400000,BIF
Gitega,Maize,Burundi,11/17/2017,1332270,1243452,BIF
Gitega,Maize,Burundi,11/17/2017,1332270,1243452,BIF
Gitega,Maize,Burundi,11/20/2017,1200001,1100000,BIF
Gitega,Maize,Burundi,11/20/2017,1200001,1100000,BIF
Gitega,Maize,Burundi,11/21/2017,1100000,1000001,BIF
Gitega,Maize,Burundi,11/21/2017,1100000,1000001,BIF
Gitega,Maize,Burundi,11/22/2017,999932,899937,BIF
Gitega,Maize,Burundi,11/22/2017,999999,900000,BIF
Gitega,Maize,Burundi,11/23/2017,999999,900000,BIF
Gitega,Maize,Burundi,11/23/2017,999999,900000,BIF
Gitega,Maize,Burundi,11/24/2017,1000000,899999,BIF
Gitega,Maize,Burundi,11/24/2017,1000000,899999,BIF
Gitega,Maize,Burundi,11/27/2017,1000000,900000,BIF
Gitega,Maize,Burundi,11/27/2017,1000000,900000,BIF
Gitega,Maize,Burundi,11/28/2017,1005991,905392,BIF
Gitega,Maize,Burundi,11/28/2017,999999,900001,BIF
Gitega,Maize,Burundi,11/29/2017,1000000,900000,BIF
Gitega,Maize,Burundi,11/29/2017,1000000,900000,BIF
Gitega,Maize,Burundi,11/30/2017,1000000,900001,BIF
Gitega,Maize,Burundi,11/30/2017,1000150,900134,BIF
Gitega,Maize,Burundi,12/1/2017,884054,795649,BIF
Gitega,Maize,Burundi,12/1/2017,884054,795649,BIF
Gitega,Maize,Burundi,12/4/2017,1000000,900001,BIF
Gitega,Maize,Burundi,12/4/2017,1000000,900001,BIF
Gitega,Maize,Burundi,12/5/2017,1000001,900000,BIF
Gitega,Maize,Burundi,12/5/2017,1001525,901373,BIF
Gitega,Maize,Burundi,12/6/2017,1104516,1004106,BIF
Gitega,Maize,Burundi,12/6/2017,1099999,1000000,BIF
Gitega,Maize,Burundi,12/7/2017,1101452,1001321,BIF
Gitega,Maize,Burundi,12/7/2017,1100000,1000000,BIF
Gitega,Maize,Burundi,12/8/2017,1100000,1000000,BIF
Gitega,Maize,Burundi,12/8/2017,1100000,1000000,BIF
Gitega,Maize,Burundi,12/11/2017,1102850,1002591,BIF
Gitega,Maize,Burundi,12/11/2017,1099999,1000001,BIF
Gitega,Maize,Burundi,12/12/2017,1095735,996125,BIF
Gitega,Maize,Burundi,12/12/2017,1100001,1000000,BIF
Gitega,Maize,Burundi,12/13/2017,1100000,999999,BIF
Gitega,Maize,Burundi,12/13/2017,1101743,1001584,BIF
Gitega,Maize,Burundi,12/14/2017,1000538,900485,BIF
Gitega,Maize,Burundi,12/14/2017,1000000,900000,BIF
Gitega,Maize,Burundi,12/15/2017,1000000,900000,BIF
Gitega,Maize,Burundi,12/15/2017,1000000,900000,BIF
Gitega,Maize,Burundi,12/18/2017,1098133,998303,BIF
Gitega,Maize,Burundi,12/18/2017,1100000,1000000,BIF
Gitega,Maize,Burundi,12/19/2017,1100001,1000000,BIF
Gitega,Maize,Burundi,12/19/2017,1100001,1000000,BIF
Gitega,Maize,Burundi,12/20/2017,1100001,1000000,BIF
Gitega,Maize,Burundi,12/20/2017,1100001,1000000,BIF
Gitega,Maize,Burundi,12/21/2017,1200000,1100000,BIF
Gitega,Maize,Burundi,12/21/2017,1200000,1100000,BIF
Gitega,Maize,Burundi,12/22/2017,1200001,1100001,BIF
Gitega,Maize,Burundi,12/22/2017,1200001,1100001,BIF
Gitega,Maize,Burundi,12/26/2017,1056879,968806,BIF
Gitega,Maize,Burundi,12/26/2017,1056879,968806,BIF
Gitega,Maize,Burundi,12/27/2017,1200000,1099999,BIF
Gitega,Maize,Burundi,12/27/2017,1200000,1099999,BIF
Gitega,Maize,Burundi,12/28/2017,1199918,1099924,BIF
Gitega,Maize,Burundi,12/28/2017,1200000,1100000,BIF
Gitega,Maize,Burundi,12/29/2017,1100000,1000000,BIF
Gitega,Maize,Burundi,12/29/2017,1100000,1000000,BIF
Gitega,Maize,Burundi,1/2/2018,1200001,1100000,BIF
Gitega,Maize,Burundi,1/2/2018,1200001,1100000,BIF
Gitega,Maize,Burundi,1/3/2018,1200000,1100000,BIF
Gitega,Maize,Burundi,1/3/2018,1200000,1100000,BIF
Gitega,Maize,Burundi,1/4/2018,1200000,1100000,BIF
Gitega,Maize,Burundi,1/4/2018,1200000,1100000,BIF
Gitega,Maize,Burundi,1/5/2018,1200001,1100000,BIF
Gitega,Maize,Burundi,1/5/2018,1200001,1100000,BIF
Gitega,Maize,Burundi,1/8/2018,1100000,999999,BIF
Gitega,Maize,Burundi,1/8/2018,1100000,999999,BIF
Gitega,Maize,Burundi,1/9/2018,1100000,999999,BIF
Gitega,Maize,Burundi,1/9/2018,1097448,997680,BIF
Gitega,Maize,Burundi,1/10/2018,1100000,1000000,BIF
Gitega,Maize,Burundi,1/10/2018,1100000,1000000,BIF
Gitega,Maize,Burundi,1/11/2018,1100000,999999,BIF
Gitega,Maize,Burundi,1/11/2018,1100000,999999,BIF
Gitega,Maize,Burundi,1/12/2018,1100000,999999,BIF
Gitega,Maize,Burundi,1/12/2018,1100000,999999,BIF
Gitega,Maize,Burundi,1/15/2018,1100001,999999,BIF
Gitega,Maize,Burundi,1/15/2018,1100001,999999,BIF
Gitega,Maize,Burundi,1/16/2018,1199999,1099999,BIF
Gitega,Maize,Burundi,1/16/2018,1199999,1099999,BIF
Gitega,Maize,Burundi,1/17/2018,1200000,1099999,BIF
Gitega,Maize,Burundi,1/17/2018,1200000,1099999,BIF
Gitega,Maize,Burundi,1/18/2018,1200000,1099999,BIF
Gitega,Maize,Burundi,1/18/2018,1200000,1099999,BIF
Gitega,Maize,Burundi,1/19/2018,1000000,900001,BIF
Gitega,Maize,Burundi,1/19/2018,1000000,900001,BIF
Gitega,Maize,Burundi,1/22/2018,1000000,900000,BIF
Gitega,Maize,Burundi,1/22/2018,1000000,900000,BIF
Gitega,Maize,Burundi,1/23/2018,900001,800000,BIF
Gitega,Maize,Burundi,1/24/2018,900000,800001,BIF
Gitega,Maize,Burundi,1/25/2018,900000,800000,BIF
Gitega,Maize,Burundi,1/26/2018,900001,800001,BIF
Gitega,Maize,Burundi,1/29/2018,900000,799999,BIF
Gitega,Maize,Burundi,1/30/2018,900000,800000,BIF
Gitega,Maize,Burundi,1/31/2018,900000,800000,BIF
Gitega,Maize,Burundi,2/1/2018,899999,800001,BIF
Gitega,Maize,Burundi,2/2/2018,899999,800000,BIF
Gitega,Maize,Burundi,2/5/2018,900000,799999,BIF
Gitega,Maize,Burundi,2/6/2018,800000,699999,BIF
Gitega,Maize,Burundi,2/7/2018,800000,700000,BIF
Gitega,Maize,Burundi,2/8/2018,800000,700000,BIF
Gitega,Maize,Burundi,2/9/2018,900000,799999,BIF
Gitega,Maize,Burundi,2/12/2018,900000,800000,BIF
Gitega,Maize,Burundi,2/13/2018,880001,800001,BIF
Gitega,Maize,Burundi,2/14/2018,900000,799999,BIF
Gitega,Maize,Burundi,2/15/2018,899999,800000,BIF
Gitega,Maize,Burundi,2/16/2018,899999,800000,BIF
Gitega,Maize,Burundi,2/19/2018,900001,799999,BIF
Gitega,Maize,Burundi,2/20/2018,899999,800001,BIF
Gitega,Maize,Burundi,2/21/2018,900000,800000,BIF
Gitega,Maize,Burundi,2/22/2018,900000,800001,BIF
Gitega,Maize,Burundi,2/23/2018,800001,699999,BIF
Gitega,Maize,Burundi,2/26/2018,899999,800000,BIF
Gitega,Maize,Burundi,2/27/2018,900000,800001,BIF
Gitega,Maize,Burundi,2/28/2018,800000,699999,BIF
Gitega,Maize,Burundi,3/1/2018,700000,600000,BIF
Gitega,Maize,Burundi,3/2/2018,699999,600000,BIF
Gitega,Maize,Burundi,3/5/2018,700001,600000,BIF
Gitega,Maize,Burundi,3/6/2018,700001,599999,BIF
Gitega,Maize,Burundi,3/7/2018,700000,600000,BIF
Gitega,Maize,Burundi,3/8/2018,800000,700001,BIF
Gitega,Maize,Burundi,3/9/2018,700000,600001,BIF
Gitega,Maize,Burundi,3/12/2018,700000,599999,BIF
Gitega,Maize,Burundi,3/13/2018,700000,600000,BIF
Gitega,Maize,Burundi,3/14/2018,700000,599999,BIF
Gitega,Maize,Burundi,3/15/2018,700000,600000,BIF
Gitega,Maize,Burundi,3/16/2018,700001,600000,BIF
Gitega,Maize,Burundi,3/19/2018,500000,450000,BIF
Gitega,Maize,Burundi,3/20/2018,500000,449999,BIF
Gitega,Maize,Burundi,3/21/2018,500000,449999,BIF
Gitega,Maize,Burundi,3/22/2018,450000,420000,BIF
Gitega,Maize,Burundi,3/23/2018,450000,420000,BIF
Gitega,Maize,Burundi,3/26/2018,450000,420000,BIF
Gitega,Maize,Burundi,3/27/2018,450000,420000,BIF
Gitega,Maize,Burundi,3/28/2018,450000,400000,BIF
Gitega,Maize,Burundi,3/29/2018,450000,400000,BIF
Gitega,Maize,Burundi,3/30/2018,450000,399999,BIF
Gitega,Maize,Burundi,4/2/2018,500000,450001,BIF
Gitega,Maize,Burundi,4/3/2018,500000,450000,BIF
Gitega,Maize,Burundi,4/4/2018,449999,420000,BIF
Gitega,Maize,Burundi,4/5/2018,450000,420000,BIF
Gitega,Maize,Burundi,4/6/2018,499999,450001,BIF
Gitega,Maize,Burundi,4/9/2018,500000,450000,BIF
Gitega,Maize,Burundi,4/10/2018,500000,450000,BIF
Gitega,Maize,Burundi,4/11/2018,500000,449999,BIF
Gitega,Maize,Burundi,4/12/2018,500000,450000,BIF
Gitega,Maize,Burundi,4/13/2018,500000,450000,BIF
Gitega,Maize,Burundi,4/16/2018,499999,450000,BIF
Gitega,Maize,Burundi,4/17/2018,500000,450000,BIF
Gitega,Maize,Burundi,4/17/2018,500000,450000,BIF
Gitega,Maize,Burundi,4/18/2018,500000,449999,BIF
Gitega,Maize,Burundi,4/19/2018,500000,450000,BIF
Gitega,Maize,Burundi,4/20/2018,499999,450000,BIF
Gitega,Maize,Burundi,4/23/2018,520001,470000,BIF
Gitega,Maize,Burundi,4/24/2018,519999,470000,BIF
Gitega,Maize,Burundi,4/25/2018,520000,470001,BIF
Gitega,Maize,Burundi,4/26/2018,520000,470000,BIF
Gitega,Maize,Burundi,4/27/2018,4800000,470000,BIF
Gitega,Maize,Burundi,4/30/2018,549999,500000,BIF
Gitega,Maize,Burundi,5/2/2018,550001,499999,BIF
Gitega,Maize,Burundi,5/3/2018,550001,500001,BIF
Gitega,Maize,Burundi,5/4/2018,550001,500000,BIF
Gitega,Maize,Burundi,5/7/2018,550001,500000,BIF
Gitega,Maize,Burundi,5/8/2018,549999,500000,BIF
Gitega,Maize,Burundi,5/9/2018,550000,500000,BIF
Gitega,Maize,Burundi,5/11/2018,550001,500000,BIF
Gitega,Maize,Burundi,5/14/2018,599999,550000,BIF
Gitega,Maize,Burundi,5/15/2018,600001,499999,BIF
Gitega,Maize,Burundi,5/16/2018,520000,470000,BIF
Gitega,Maize,Burundi,5/17/2018,470000,449999,BIF
Gitega,Maize,Burundi,5/18/2018,469999,450000,BIF
Gitega,Maize,Burundi,5/21/2018,500000,450000,BIF
Gitega,Maize,Burundi,5/22/2018,500001,450000,BIF
Gitega,Maize,Burundi,5/23/2018,439049,395144,BIF
Gitega,Maize,Burundi,5/24/2018,439049,395144,BIF
Gitega,Maize,Burundi,5/25/2018,499999,450001,BIF
Gitega,Maize,Burundi,5/28/2018,499999,449999,BIF
Gitega,Maize,Burundi,5/29/2018,500000,450001,BIF
Gitega,Maize,Burundi,5/30/2018,500000,450001,BIF
Gitega,Maize,Burundi,5/31/2018,499999,449999,BIF
Gitega,Maize,Burundi,6/1/2018,500000,449999,BIF
Gitega,Maize,Burundi,6/4/2018,449999,419999,BIF
Gitega,Maize,Burundi,6/5/2018,450000,420000,BIF
Gitega,Maize,Burundi,6/6/2018,450000,420000,BIF
Gitega,Maize,Burundi,6/7/2018,500000,450001,BIF
Gitega,Maize,Burundi,6/8/2018,500001,450001,BIF
Gitega,Maize,Burundi,6/11/2018,500000,450000,BIF
Gitega,Maize,Burundi,6/12/2018,470000,450001,BIF
Gitega,Maize,Burundi,6/13/2018,470000,450000,BIF
Gitega,Maize,Burundi,6/14/2018,600000,500001,BIF
Gitega,Maize,Burundi,6/15/2018,549999,500001,BIF
Gitega,Maize,Burundi,6/18/2018,600000,550000,BIF
Gitega,Maize,Burundi,6/19/2018,599999,499999,BIF
Gitega,Maize,Burundi,6/20/2018,600000,550000,BIF
Gitega,Maize,Burundi,6/21/2018,650000,600000,BIF
Gitega,Maize,Burundi,6/22/2018,699999,599999,BIF
Gitega,Maize,Burundi,6/25/2018,700000,599999,BIF
Gitega,Maize,Burundi,6/26/2018,699999,600001,BIF
Gitega,Maize,Burundi,6/27/2018,700001,600000,BIF
Gitega,Maize,Burundi,6/28/2018,700000,600001,BIF
Gitega,Maize,Burundi,6/29/2018,700000,599999,BIF
Gitega,Maize,Burundi,7/3/2018,700000,599999,BIF
Gitega,Maize,Burundi,7/4/2018,615531,527597,BIF
Gitega,Maize,Burundi,7/5/2018,700001,600001,BIF
Gitega,Maize,Burundi,7/6/2018,700000,600001,BIF
Gitega,Maize,Burundi,7/9/2018,600001,550000,BIF
Gitega,Maize,Burundi,7/10/2018,600001,550000,BIF
Gitega,Maize,Burundi,7/11/2018,500000,449999,BIF
Gitega,Maize,Burundi,7/12/2018,499999,450000,BIF
Gitega,Maize,Burundi,7/13/2018,500001,449999,BIF
Gitega,Maize,Burundi,7/16/2018,527256,439381,BIF
Gitega,Maize,Burundi,7/17/2018,599321,499435,BIF
Gitega,Maize,Burundi,7/18/2018,600000,500000,BIF
Gitega,Maize,Burundi,7/19/2018,600000,500000,BIF
Gitega,Maize,Burundi,7/20/2018,600000,500000,BIF
Gitega,Maize,Burundi,7/23/2018,600001,499999,BIF
Gitega,Maize,Burundi,7/24/2018,600000,500001,BIF
Gitega,Maize,Burundi,7/25/2018,600001,500001,BIF
Gitega,Maize,Burundi,7/26/2018,600093,500078,BIF
Gitega,Maize,Burundi,7/27/2018,600001,500000,BIF
Gitega,Maize,Burundi,8/2/2018,599999,500000,BIF
Gitega,Maize,Burundi,8/7/2018,600000,550000,BIF
Gitega,Maize,Burundi,8/8/2018,600001,549999,BIF
Gitega,Maize,Burundi,8/9/2018,600000,549999,BIF
Gitega,Maize,Burundi,8/16/2018,700000,599999,BIF
Gitega,Maize,Burundi,8/17/2018,700000,599999,BIF
Gitega,Maize,Burundi,8/22/2018,700000,650001,BIF
Gitega,Maize,Burundi,8/23/2018,799999,700000,BIF
Gitega,Maize,Burundi,8/23/2018,600000,550000,BIF
Gitega,Maize,Burundi,8/24/2018,800001,699999,BIF
Gitega,Maize,Burundi,8/27/2018,700000,600000,BIF
Gitega,Maize,Burundi,8/27/2018,700000,600000,BIF
Gitega,Maize,Burundi,8/28/2018,800001,699999,BIF
Gitega,Maize,Burundi,8/30/2018,749999,650000,BIF
Gitega,Maize,Burundi,8/31/2018,749146,699204,BIF
Gitega,Maize,Burundi,9/3/2018,800898,700786,BIF
Gitega,Maize,Burundi,9/4/2018,800000,700000,BIF
Gitega,Maize,Burundi,9/5/2018,799999,700000,BIF
Gitega,Maize,Burundi,9/6/2018,799460,699527,BIF
Gitega,Maize,Burundi,9/7/2018,799771,699799,BIF
Gitega,Maize,Burundi,9/10/2018,700040,650038,BIF
Gitega,Maize,Burundi,9/11/2018,705902,655480,BIF
Gitega,Maize,Burundi,9/12/2018,750000,699999,BIF
Gitega,Maize,Burundi,9/13/2018,800000,700001,BIF
Gitega,Maize,Burundi,9/14/2018,798983,699110,BIF
Gitega,Maize,Burundi,9/17/2018,800000,750000,BIF
Gitega,Maize,Burundi,9/18/2018,800000,700000,BIF
Gitega,Maize,Burundi,9/19/2018,794095,744465,BIF
Gitega,Maize,Burundi,9/20/2018,800000,750001,BIF
Gitega,Maize,Burundi,9/21/2018,800000,750000,BIF
Gitega,Maize,Burundi,9/24/2018,700000,650000,BIF
Gitega,Maize,Burundi,9/25/2018,700000,650000,BIF
Gitega,Maize,Burundi,9/26/2018,750000,650000,BIF
Gitega,Maize,Burundi,9/27/2018,699999,650000,BIF
Gitega,Maize,Burundi,9/28/2018,699999,650000,BIF
Gitega,Maize,Burundi,10/1/2018,750000,700001,BIF
Gitega,Maize,Burundi,10/2/2018,695667,645975,BIF
Gitega,Maize,Burundi,10/3/2018,700000,649999,BIF
Gitega,Maize,Burundi,10/4/2018,699913,649918,BIF
Gitega,Maize,Burundi,10/5/2018,696774,647003,BIF
Gitega,Maize,Burundi,10/8/2018,702471,652294,BIF
Gitega,Maize,Burundi,10/9/2018,700307,650284,BIF
Gitega,Maize,Burundi,10/10/2018,701842,651710,BIF
Gitega,Maize,Burundi,10/12/2018,700001,650000,BIF
Gitega,Maize,Burundi,10/15/2018,701906,651769,BIF
Gitega,Maize,Burundi,10/18/2018,700000,599999,BIF
Gitega,Maize,Burundi,10/19/2018,700495,600423,BIF
Gitega,Maize,Burundi,10/22/2018,701319,601130,BIF
Gitega,Maize,Burundi,10/23/2018,701496,601281,BIF
Gitega,Maize,Burundi,10/24/2018,701246,601068,BIF
Gitega,Maize,Burundi,10/25/2018,750000,650001,BIF
Gitega,Maize,Burundi,10/26/2018,750000,650000,BIF
Gitega,Maize,Burundi,10/29/2018,747118,647502,BIF
Gitega,Maize,Burundi,10/30/2018,750000,650000,BIF
Gitega,Maize,Burundi,10/31/2018,800000,700000,BIF
Gitega,Maize,Burundi,11/1/2018,800000,700000,BIF
Gitega,Maize,Burundi,11/5/2018,750909,650788,BIF
Gitega,Maize,Burundi,11/6/2018,753933,653407,BIF
Gitega,Maize,Burundi,11/7/2018,750001,649999,BIF
Gitega,Maize,Burundi,11/8/2018,750000,650000,BIF
Gitega,Maize,Burundi,11/9/2018,700000,600000,BIF
Gitega,Maize,Burundi,11/12/2018,700001,649999,BIF
Gitega,Maize,Burundi,11/13/2018,697933,598227,BIF
Gitega,Maize,Burundi,11/14/2018,700001,600000,BIF
Gitega,Maize,Burundi,11/15/2018,700000,600000,BIF
Gitega,Maize,Burundi,11/16/2018,699824,599850,BIF
Gitega,Maize,Burundi,11/19/2018,699999,600000,BIF
Gitega,Maize,Burundi,11/20/2018,699999,600000,BIF
Gitega,Maize,Burundi,11/21/2018,750000,650000,BIF
Gitega,Maize,Burundi,11/22/2018,800000,700000,BIF
Gitega,Maize,Burundi,11/23/2018,800000,700000,BIF
Gitega,Maize,Burundi,11/26/2018,802219,701941,BIF
Gitega,Maize,Burundi,11/27/2018,798537,698719,BIF
Gitega,Maize,Burundi,11/28/2018,800000,700000,BIF
Gitega,Maize,Burundi,11/29/2018,799999,700000,BIF
Gitega,Maize,Burundi,11/30/2018,800000,700000,BIF
Gitega,Maize,Burundi,12/3/2018,752719,652357,BIF
Gitega,Maize,Burundi,12/4/2018,799132,699241,BIF
Gitega,Maize,Burundi,12/5/2018,749296,649391,BIF
Gitega,Maize,Burundi,12/6/2018,750001,650001,BIF
Gitega,Maize,Burundi,12/7/2018,800359,700315,BIF
Gitega,Maize,Burundi,12/10/2018,801316,701150,BIF
Gitega,Maize,Burundi,12/11/2018,750000,650000,BIF
Gitega,Maize,Burundi,12/12/2018,751018,650881,BIF
Gitega,Maize,Burundi,12/13/2018,749218,649322,BIF
Gitega,Maize,Burundi,12/14/2018,750000,650000,BIF
Gitega,Maize,Burundi,12/17/2018,800000,699999,BIF
Gitega,Maize,Burundi,12/18/2018,800000,700001,BIF
Gitega,Maize,Burundi,12/19/2018,799999,700000,BIF
Gitega,Maize,Burundi,12/20/2018,800000,700000,BIF
Gitega,Maize,Burundi,12/21/2018,800000,700000,BIF
Gitega,Maize,Burundi,12/24/2018,803326,702910,BIF
Gitega,Maize,Burundi,12/26/2018,800100,700088,BIF
Gitega,Maize,Burundi,12/27/2018,801169,701023,BIF
Gitega,Maize,Burundi,12/28/2018,801032,700903,BIF
Gitega,Maize,Burundi,12/31/2018,801802,701576,BIF
Gitega,Maize,Burundi,1/2/2019,845627,746142,BIF
Gitega,Maize,Burundi,1/3/2019,852040,751800,BIF
Gitega,Maize,Burundi,1/4/2019,852567,752265,BIF
Gitega,Maize,Burundi,1/7/2019,850000,750000,BIF
Gitega,Maize,Burundi,1/9/2019,897371,797662,BIF
Gitega,Maize,Burundi,1/10/2019,898567,798725,BIF
Gitega,Maize,Burundi,1/11/2019,899195,799283,BIF
Gitega,Maize,Burundi,1/14/2019,904356,803872,BIF
Gitega,Maize,Burundi,1/15/2019,900000,800001,BIF
Gitega,Maize,Burundi,1/16/2019,900001,800001,BIF
Gitega,Maize,Burundi,1/17/2019,900000,800000,BIF
Gitega,Maize,Burundi,1/18/2019,900000,800000,BIF
Gitega,Maize,Burundi,1/21/2019,900000,799999,BIF
Gitega,Maize,Burundi,1/22/2019,884949,786620,BIF
Gitega,Maize,Burundi,1/23/2019,900000,800000,BIF
Gitega,Maize,Burundi,1/24/2019,902979,802648,BIF
Gitega,Maize,Burundi,1/25/2019,899999,800000,BIF
Gitega,Maize,Burundi,1/28/2019,900000,800000,BIF
Gitega,Maize,Burundi,1/29/2019,899999,800001,BIF
Gitega,Maize,Burundi,1/30/2019,1001543,901388,BIF
Gitega,Maize,Burundi,1/31/2019,999523,899572,BIF
Gitega,Maize,Burundi,2/1/2019,1000000,899999,BIF
Gitega,Maize,Burundi,2/4/2019,1000001,899999,BIF
Gitega,Maize,Burundi,2/5/2019,900000,799999,BIF
Gitega,Maize,Burundi,2/6/2019,900000,800000,BIF
Gitega,Maize,Burundi,2/7/2019,1000000,900000,BIF
Gitega,Maize,Burundi,2/8/2019,1000001,900000,BIF
Gitega,Maize,Burundi,2/11/2019,902140,801901,BIF
Gitega,Maize,Burundi,2/12/2019,899999,800001,BIF
Gitega,Maize,Burundi,2/13/2019,850001,750001,BIF
Gitega,Maize,Burundi,2/14/2019,798706,698868,BIF
Gitega,Maize,Burundi,2/15/2019,902422,802152,BIF
Gitega,Maize,Burundi,2/18/2019,900000,800000,BIF
Gitega,Maize,Burundi,2/19/2019,894083,794740,BIF
Gitega,Maize,Burundi,2/20/2019,900000,800000,BIF
Gitega,Maize,Burundi,2/21/2019,899999,800000,BIF
Gitega,Maize,Burundi,2/22/2019,900000,800000,BIF
Gitega,Maize,Burundi,2/25/2019,900000,800000,BIF
Gitega,Maize,Burundi,2/26/2019,900000,800000,BIF
Gitega,Maize,Burundi,2/27/2019,900001,799999,BIF
Gitega,Maize,Burundi,2/28/2019,850000,749999,BIF
Gitega,Maize,Burundi,3/1/2019,800000,700000,BIF
Gitega,Maize,Burundi,3/4/2019,599559,499633,BIF
